Wall time,Step,Value
1654392115.274408,495,1.929292917251587
1654392137.5849147,1485,1.7979798316955566
1654392139.7676985,1584,2.0404040813446045
1654392146.4182415,1881,1.9191919565200806
1654392148.631299,1980,1.9494949579238892
1654392164.306978,2673,1.9797979593276978
1654392166.5657537,2772,1.9090908765792847
1654392195.4920635,4059,1.9191919565200806
1654392210.9262502,4752,1.7777777910232544
1654392213.238368,4851,1.7979798316955566
1654392215.4962685,4950,1.7575757503509521
1654392244.5840514,6237,1.696969747543335
1654392246.7724023,6336,1.8484848737716675
1654392253.4491866,6633,1.8383837938308716
1654392255.693081,6732,1.5858585834503174
1654392262.3029294,7029,1.73737370967865
1654392264.5247428,7128,1.686868667602539
1654392277.8402884,7722,1.6666666269302368
1654392288.9236784,8217,1.8383837938308716
1654392304.539898,8910,1.8686869144439697
1654392325.031431,9900,1.8383837938308716
1654392333.855065,10296,1.8888888359069824
1654392342.796452,10692,1.7676767110824585
1654392376.0876684,12078,1.7474747896194458
1654392385.0855453,12474,1.7474747896194458
1654392387.3231308,12573,1.7070707082748413
1654392393.4590113,12771,1.6464647054672241
1654392398.5637932,12969,1.616161584854126
1654392412.1102865,13563,1.6666666269302368
1654392429.999833,14355,1.6565656661987305
1654392434.446776,14553,1.5353535413742065
1654392436.6510222,14652,1.686868667602539
1654392443.2903817,14949,1.7272727489471436
1654392459.4767208,15642,1.686868667602539
1654392466.1711972,15939,1.7676767110824585
1654392470.6452634,16137,1.7474747896194458
1654392475.1207626,16335,1.73737370967865
1654392493.0642514,17127,1.6464647054672241
1654392504.2311392,17622,1.696969747543335
1654392519.7840517,18315,1.696969747543335
1654392522.3420997,18414,1.6666666269302368
1654392536.6837661,19008,1.616161584854126
1654392538.9639082,19107,1.7171716690063477
1654392561.794468,20196,1.7575757503509521
1654392566.2667542,20394,1.7272727489471436
1654392585.7277496,21186,1.6767677068710327
1654392590.1857011,21384,1.616161584854126
1654392610.292881,22275,1.6363636255264282
1654392621.5341644,22770,1.7070707082748413
1654392655.3580837,24255,1.6363636255264282
1654392657.5240088,24354,1.575757622718811
1654392686.6491423,25641,1.5959595441818237
1654392688.886745,25740,1.696969747543335
1654392717.3727393,26928,1.5353535413742065
1654392724.0828445,27225,1.6262626647949219
1654392742.0441954,28017,1.6565656661987305
1654392748.702073,28314,1.7777777910232544
1654392756.8206637,28611,1.808080792427063
1654392761.2106092,28809,1.6363636255264282
1654392772.437415,29304,1.696969747543335
1654392776.855214,29502,1.7676767110824585
1654392779.0911853,29601,1.9191919565200806
1654392799.57172,30591,1.9494949579238892
1654392808.5066931,30987,1.6262626647949219
1654392817.4501178,31383,1.7171716690063477
1654392821.8908732,31581,1.8888888359069824
1654392824.1177871,31680,1.8686869144439697
1654392830.7269166,31977,1.686868667602539
1654392882.0408566,34254,1.7272727489471436
1654392884.7648635,34353,1.8282828330993652
1654392912.3622868,35541,1.8383837938308716
1654392925.5439858,36135,1.7575757503509521
